log,category
[7207]  Cannot read property 'url' of undefined from process.env - Execution ID 79527,Environment Issue
[3140]  [INFO] Thread-6 executing task Request timeout while fetching https://api.github.com - Execution ID 27711,Timeout Failure
[9096]  [INFO] Thread-3 executing task Exception: AWS_REGION is not set - Execution ID 10358,Environment Issue
[9786]  [INFO] Thread-3 executing task Expected value to equal: 5 Received: 4 - Execution ID 97323,Test Failure
[2016]  [INFO] Thread-3 executing task Cannot read property 'url' of undefined from process.env - Execution ID 89612,Environment Issue
[1347]  [INFO] Thread-10 executing task Expected value to equal: 5 Received: 4 - Execution ID 75245,Test Failure
[3895]  [INFO] Thread-7 executing task Expected value to equal: 5 Received: 4 - Execution ID 43876,Test Failure
[6983]  OOMKilled: Container exited with code 137 - Execution ID 98465,Container Crash
[7868]  [INFO] Thread-2 executing task Gateway Timeout: 504 - Execution ID 93367,Timeout Failure
[9945]  AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 32600,Permission Error
[3992]  User does not have permission to execute this action - Execution ID 62385,Permission Error
[8759]  [INFO] Thread-5 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 89057,Environment Issue
[4034]  Missing dependency: left-pad is not installed - Execution ID 74007,Dependency Error
[4917]  Error: expect(received).toBe(expected) - Execution ID 78104,Test Failure
[8482]  [INFO] Thread-7 executing task SyntaxError: Unexpected token - Execution ID 32672,Build Failure
[5856]  AssertionError: expected False to be True - Execution ID 66753,Test Failure
[5636]  [INFO] Thread-9 executing task socket hang up - Execution ID 28903,Network Failure
[5015]  Configuration Error: Invalid JSON in config.yaml - Execution ID 97271,Environment Issue
[3609]  [INFO] Thread-10 executing task Error response from daemon: container cannot be started - Execution ID 68431,Container Crash
[1179]  [INFO] Thread-3 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 57727,Build Failure
"[9782]  [INFO] Thread-7 executing task Randomised test failed, check seed 12345 - Execution ID 14748",Flaky Test
[6868]  [INFO] Thread-10 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 46956,Flaky Test
[7697]  FAIL src/components/App.test.tsx - Execution ID 13216,Test Failure
[2540]  Gateway Timeout: 504 - Execution ID 43632,Timeout Failure
[2490]  [INFO] Thread-10 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 20089,Build Failure
[4189]  Connection timed out after 30000 milliseconds - Execution ID 46588,Timeout Failure
[2201]  [INFO] Thread-3 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 62475,Environment Issue
[9383]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 49409,Build Failure
[7085]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 44593,Container Crash
[2439]  [INFO] Thread-4 executing task 403 Forbidden: Access denied - Execution ID 18888,Permission Error
[3030]  make: *** [all] Error 2 - Execution ID 54395,Build Failure
[8115]  Job terminated: Exceeded maximum allowed runtime - Execution ID 54736,Timeout Failure
[1269]  [INFO] Thread-10 executing task npm ERR! peerDependencies WARNING - Execution ID 13390,Dependency Error
[2075]  Segmentation fault (core dumped) - Execution ID 17350,Container Crash
[4069]  make: *** [all] Error 2 - Execution ID 18283,Build Failure
[7886]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 42325,Build Failure
[7626]  [INFO] Thread-3 executing task npm ERR! code ERESOLVE - Execution ID 83115,Dependency Error
[8392]  User does not have permission to execute this action - Execution ID 68640,Permission Error
[7731]  Request timeout while fetching https://api.github.com - Execution ID 69579,Timeout Failure
[7259]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 72654,Permission Error
[1311]  [INFO] Thread-5 executing task AssertionError: expected False to be True - Execution ID 31540,Test Failure
"[7191]  [INFO] Thread-7 executing task Randomised test failed, check seed 12345 - Execution ID 79873",Flaky Test
[7476]  Could not resolve dependencies for project - Execution ID 97917,Dependency Error
"[7392]  [INFO] Thread-7 executing task Randomised test failed, check seed 12345 - Execution ID 52944",Flaky Test
[3846]  SyntaxError: Unexpected token - Execution ID 26798,Build Failure
[6849]  [INFO] Thread-3 executing task npm ERR! code ERESOLVE - Execution ID 57672,Dependency Error
[7719]  [INFO] Thread-1 executing task Exception: AWS_REGION is not set - Execution ID 45566,Environment Issue
[7111]  Error: Missing environment variable DB_PASSWORD - Execution ID 32400,Environment Issue
[2150]  [INFO] Thread-8 executing task make: *** [all] Error 2 - Execution ID 91268,Build Failure
[5289]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 86167,Build Failure
"[3452]  [INFO] Thread-6 executing task Randomised test failed, check seed 12345 - Execution ID 31304",Flaky Test
[5035]  Job terminated: Exceeded maximum allowed runtime - Execution ID 56063,Timeout Failure
[5571]  [INFO] Thread-2 executing task socket hang up - Execution ID 30913,Network Failure
[9303]  [INFO] Thread-7 executing task ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 95851,Network Failure
[1787]  Network is unreachable - Execution ID 62851,Network Failure
[5017]  Expected value to equal: 5 Received: 4 - Execution ID 17442,Test Failure
"[6551]  Randomised test failed, check seed 12345 - Execution ID 14196",Flaky Test
[5437]  AssertionError: expected False to be True - Execution ID 67611,Test Failure
[7431]  [INFO] Thread-5 executing task AssertionError: timestamp mismatch (flaky) - Execution ID 39695,Flaky Test
[2753]  [INFO] Thread-5 executing task error: expected ';' before '}' token - Execution ID 98850,Build Failure
[8910]  User does not have permission to execute this action - Execution ID 70726,Permission Error
[8797]  FAIL src/components/App.test.tsx - Execution ID 62119,Test Failure
[3237]  Expected value to equal: 5 Received: 4 - Execution ID 19559,Test Failure
[7144]  Expected value to equal: 5 Received: 4 - Execution ID 45669,Test Failure
[9587]  [INFO] Thread-7 executing task Cannot read property 'url' of undefined from process.env - Execution ID 30895,Environment Issue
[2645]  AssertionError: expected False to be True - Execution ID 84264,Test Failure
[1113]  TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 30311,Build Failure
[1986]  [INFO] Thread-6 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 81394,Dependency Error
[1703]  npm ERR! peerDependencies WARNING - Execution ID 12396,Dependency Error
[8635]  [INFO] Thread-7 executing task Connection timed out after 30000 milliseconds - Execution ID 46741,Timeout Failure
[2249]  [INFO] Thread-7 executing task socket hang up - Execution ID 78417,Network Failure
[3723]  Failed to connect to repository: Could not resolve host - Execution ID 63176,Network Failure
[9042]  Exception: AWS_REGION is not set - Execution ID 41095,Environment Issue
[8624]  docker run failed: container crashed unexpectedly - Execution ID 53792,Container Crash
[2924]  [INFO] Thread-1 executing task socket hang up - Execution ID 62811,Network Failure
[4023]  OOMKilled: Container exited with code 137 - Execution ID 67091,Container Crash
[2008]  Error response from daemon: container cannot be started - Execution ID 24569,Container Crash
[6354]  Could not resolve dependencies for project - Execution ID 87341,Dependency Error
[4486]  error: expected ';' before '}' token - Execution ID 60059,Build Failure
[4092]  [INFO] Thread-8 executing task Error: expect(received).toBe(expected) - Execution ID 10254,Test Failure
[7322]  403 Forbidden: Access denied - Execution ID 75184,Permission Error
[9526]  Network is unreachable - Execution ID 88740,Network Failure
[3081]  Connection timed out after 30000 milliseconds - Execution ID 21122,Timeout Failure
[5354]  [INFO] Thread-7 executing task AccessDeniedException: User is not authorized to perform: iam:PassRole - Execution ID 77793,Permission Error
[3669]  error: expected ';' before '}' token - Execution ID 79030,Build Failure
[9372]  npm ERR! peerDependencies WARNING - Execution ID 96755,Dependency Error
[1572]  Could not resolve dependencies for project - Execution ID 59617,Dependency Error
[6909]  Job terminated: Exceeded maximum allowed runtime - Execution ID 78763,Timeout Failure
"[7717]  Error: Timeout of 5000ms exceeded. For async tests and hooks, ensure ""done()"" is called - Execution ID 45544",Timeout Failure
[7650]  [INFO] Thread-8 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 90973,Permission Error
[9218]  Intermittent failure in test_network_connection - Execution ID 50834,Flaky Test
[9055]  [INFO] Thread-3 executing task Job terminated: Exceeded maximum allowed runtime - Execution ID 60119,Timeout Failure
[8342]  403 Forbidden: Access denied - Execution ID 40255,Permission Error
[7548]  [INFO] Thread-4 executing task TS2322: Type 'string' is not assignable to type 'number'. - Execution ID 78515,Build Failure
[5711]  Expected value to equal: 5 Received: 4 - Execution ID 64052,Test Failure
[9360]  Connection timed out after 30000 milliseconds - Execution ID 37871,Timeout Failure
[9648]  Test passed on retry 2 - Execution ID 54202,Flaky Test
[1002]  Job terminated: Exceeded maximum allowed runtime - Execution ID 59671,Timeout Failure
[5285]  WARN: Test execution time varied by more than 50% - Execution ID 95988,Flaky Test
[6947]  ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 25965,Network Failure
[2767]  [INFO] Thread-2 executing task Missing dependency: left-pad is not installed - Execution ID 90356,Dependency Error
[7315]  [INFO] Thread-1 executing task docker run failed: container crashed unexpectedly - Execution ID 95577,Container Crash
[6129]  [INFO] Thread-1 executing task docker run failed: container crashed unexpectedly - Execution ID 67676,Container Crash
[8547]  [INFO] Thread-5 executing task Test passed on retry 2 - Execution ID 71555,Flaky Test
[9700]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 84521,Container Crash
[5755]  WARN: Test execution time varied by more than 50% - Execution ID 32309,Flaky Test
[5382]  Could not resolve dependencies for project - Execution ID 50541,Dependency Error
[2163]  AssertionError: expected False to be True - Execution ID 31438,Test Failure
[9012]  Error response from daemon: container cannot be started - Execution ID 11301,Container Crash
[7714]  [INFO] Thread-5 executing task error: ISO C++ forbids comparison between pointer and integer - Execution ID 56891,Build Failure
[7770]  [INFO] Thread-7 executing task Missing dependency: left-pad is not installed - Execution ID 68621,Dependency Error
[5160]  [INFO] Thread-5 executing task Error response from daemon: container cannot be started - Execution ID 20265,Container Crash
[3498]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 84160,Container Crash
[2095]  [INFO] Thread-9 executing task Error response from daemon: container cannot be started - Execution ID 95376,Container Crash
[9339]  [INFO] Thread-8 executing task Cannot read property 'url' of undefined from process.env - Execution ID 36149,Environment Issue
[8135]  make: *** [all] Error 2 - Execution ID 82030,Build Failure
[3515]  [INFO] Thread-9 executing task AssertionError: expected False to be True - Execution ID 38446,Test Failure
[5385]  Job terminated: Exceeded maximum allowed runtime - Execution ID 82486,Timeout Failure
[7677]  OOMKilled: Container exited with code 137 - Execution ID 80164,Container Crash
[4669]  [INFO] Thread-5 executing task npm ERR! code ERESOLVE - Execution ID 83465,Dependency Error
[3533]  socket hang up - Execution ID 74478,Network Failure
[2873]  [INFO] Thread-8 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 54495,Network Failure
[1478]  [INFO] Thread-7 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 22406,Permission Error
[7983]  error: ISO C++ forbids comparison between pointer and integer - Execution ID 62379,Build Failure
[8453]  Error: expect(received).toBe(expected) - Execution ID 73899,Test Failure
[3738]  [INFO] Thread-5 executing task Segmentation fault (core dumped) - Execution ID 11217,Container Crash
[5619]  [INFO] Thread-10 executing task Intermittent failure in test_network_connection - Execution ID 26513,Flaky Test
